Timestamp,5. What is your affiliation with Granite School District? ,6. Which school do you represent or have students at? ,7. Which high school network do you belong to? ,"Which of the following, if any, does your feedback best pertain to? (You may choose more than one)","8. Please use this space to add any specific comments or information that you would like to share with the Population Analysis Committee and GSD School Board Members for evaluation. 
"
10/14/2025 11:08:53,A) I am a parent / patron with students attending one of the schools in the boundary study.,"6. Oakridge El, 11. Churchill Jr",Skyline,The DLI Program,"I am writing as I am getting a lot of feedback from our teachers at Oakridge and they DO NOT WANT DLI FRENCH AT OAKRIDGE. 
I back our teachers and if they are not happy, we are not happy.  I think you feel the same way. 
As seen at Morningside and other DLI (especially French) schools there are long term detrimental losses to that school. It is like putting a death sentence on our school. It might appear as a quick fix currently, but is bad long term for Oakridge. 
Please listen to the Oakridge community when we ask that DLI French NOT be put at Oakridge."
10/14/2025 11:09:38,,,,"A Boundary Change, Other","This feedback was sent to the boundaries email Mon Oct 13, 4:18 PM
""Dear Members of the Population Analysis Committee and Board of Education,

My name is [name removed] and I am a member of the Cottonwood Elementary community. It has come to my attention that the Population Analysis Committee is studying a proposal to zone all students living south of 4500 South from Howard R. Driggs Elementary to Cottonwood Elementary. I am writing in support of this plan.

The PAC’s current proposal to send 100 Driggs students is inequitable: it gives Cottonwood Elementary 2.5 teachers per grade and Driggs 3.5 teachers per grade. It would be better for both schools to have 3 teachers per grade to avoid large class sizes or grade splits. Please adjust the boundaries more equitably by zoning all Driggs students south of 4500 South to Cottonwood Elementary. We would love to welcome these families to our community. 

Thank you for your support!
Sincerely,

[name removed]"""
10/14/2025 11:10:29,,,,"A Boundary Change, Other","This feedback was sent to the boundaries email Mon Oct 13 4:19 PM
""Dear Members of the Population Analysis Committee and Board of Education,

My name is [name removed]. I am a member of the Cottonwood Elementary community with 3 kids currently attending Cottonwood Elementary. It has come to my attention that the Population Analysis Committee is studying a proposal to zone all students living south of 4500 South from Howard R. Driggs Elementary to Cottonwood Elementary. I am writing in support of this plan. Cottonwood Elementary desperatly needs more students and we would like to see students more evenly split between schools.

The PAC’s current proposal to send 100 Driggs students is inequitable: it gives Cottonwood Elementary 2.5 teachers per grade and Driggs 3.5 teachers per grade. It would be better for both schools to have 3 teachers per grade to avoid large class sizes or grade splits. Please adjust the boundaries more equitably by zoning all Driggs students south of 4500 South to Cottonwood Elementary. We would love to welcome these families to our amazing community!

Thank you for your support!

Sincerely,

[name removed]"""
10/14/2025 11:11:28,,,,"A Boundary Change, Other","This feedback was sent to the boundaries email Mon Oct 13, 8:51 PM
""Hi there! 



My name is [name removed] and I am a member of the Cottonwood Elementary community. 

My husband went to Cottonwood Elementary and grew up on [identifying info removed] (which is now Driggs!) Let’s get these families back to Cottonwood! 

It has come to my attention that the Population Analysis Committee is studying a proposal to zone all students living south of 4500 South from Howard R. Driggs Elementary to Cottonwood Elementary. I am writing in support of this plan.

The PAC’s current proposal to send 100 Driggs students is inequitable: it gives Cottonwood Elementary 2.5 teachers per grade and Driggs 3.5 teachers per grade. It would be better for both schools to have 3 teachers per grade to avoid large class sizes or grade splits. Please adjust the boundaries more equitably by zoning all Driggs students south of 4500 South to Cottonwood Elementary. We would love to welcome these families to our community. 


THANK YOU FOR ALL YOU DO!!!

[names removed]"""
10/14/2025 11:13:04,,,,"A Boundary Change, Other","This feedback was sent to the boundaries email Mon Oct 13, 9:03 PM
""Dear Members of the Population Analysis Committee and Board of Education,

My name is [name removed] and I am a member of the Cottonwood Elementary community. It has come to my attention that the Population Analysis Committee is studying a proposal to zone all students living south of 4500 South from Howard R. Driggs Elementary to Cottonwood Elementary. I am writing in support of this plan.


The PAC’s current proposal to send 100 Driggs students is inequitable: it gives Cottonwood Elementary 2.5 teachers per grade and Driggs 3.5 teachers per grade. It would be better for both schools to have 3 teachers per grade to avoid large class sizes or grade splits. Please adjust the boundaries more equitably by zoning all Driggs students south of 4500 South to Cottonwood Elementary. Although I’m sure this world be hard for families and students who live within walking distance, to Driggs, a redistricting that better supports both communities. 

Thank you,

[name removed}"""
10/14/2025 11:15:07,,,,"A Boundary Change, Other","This feedback was sent to the boundaries email Mon Oct 13, 9:06 PM
""Dear Members of the Population Analysis Committee and Board of Education,


My name is [name removed] and I am a member of the Cottonwood Elementary community. It has come to my attention that the Population Analysis Committee is studying a proposal to zone all students living south of 4500 South from Howard R. Driggs Elementary to Cottonwood Elementary. I am writing in support of this plan.


The PAC’s current proposal to send 100 Driggs students is inequitable: it gives Cottonwood Elementary 2.5 teachers per grade and Driggs 3.5 teachers per grade. It would be better for both schools to have 3 teachers per grade to avoid large class sizes or grade splits. Please adjust the boundaries more equitably by zoning all Driggs students south of 4500 South to Cottonwood Elementary. We would love to welcome these families to our community. 


Sincerely,

[name removed]"""
10/14/2025 11:15:58,,,,"A Boundary Change, Other","This feedback was sent to the boundaries email Mon Oct 13 9:12 PM
""My name is [name removed] and I am a parent of students of Cottonwood Elementary. It has come to my attention that the Population Analysis Committee is studying a proposal to zone all students living south of 4500 South from Howard R. Driggs Elementary to Cottonwood Elementary. I am writing in support of this plan.

The PAC’s current proposal to send 100 Driggs students is inequitable: it gives Cottonwood Elementary 2.5 teachers per grade and Driggs 3.5 teachers per grade. It would be better for both schools to have 3 teachers per grade to avoid large class sizes or grade splits. Please adjust the boundaries more equitably by zoning all Driggs students south of 4500 South to Cottonwood Elementary. We would love to welcome these families to our community. 

Thank you for your support!

Sincerely,

[name removed]"""
10/14/2025 11:16:53,,,,"A Boundary Change, Other","This feedback was sent to the boundaries email Tue Oct 14, 7:28 AM
""Dear Members of the Population Analysis Committee and Board of Education,

My name is [name removed] and I am a member of the Cottonwood Elementary community. It has come to my attention that the Population Analysis Committee is studying a proposal to zone all students living south of 4500 South from Howard R. Driggs Elementary to Cottonwood Elementary. I am writing in support of this plan.

The PAC’s current proposal to send 100 Driggs students is inequitable: it gives Cottonwood Elementary 2.5 teachers per grade and Driggs 3.5 teachers per grade. It would be better for both schools to have 3 teachers per grade to avoid large class sizes or grade splits. Please adjust the boundaries more equitably by zoning all Driggs students south of 4500 South to Cottonwood Elementary. We would love to welcome these families to our community. 

Thank you for your support!

Sincerely,

[name removed]"""
10/14/2025 11:17:40,,,,"A Boundary Change, Other","this feedback was sent to the boundaries email Tue Oct 14 7:58 AM
""Dear Members of the Population Analysis Committee and Board of Education,

My name is [name removed] and I am a member of the Cottonwood Elementary community. It has come to my attention that the Population Analysis Committee is studying a proposal to zone all students living south of 4500 South from Howard R. Driggs Elementary to Cottonwood Elementary. I am writing in support of this plan.  

The PAC’s current proposal to send 100 Driggs students is inequitable: it gives Cottonwood Elementary 2.5 teachers per grade and Driggs 3.5 teachers per grade. It would be better for both schools to have 3 teachers per grade to avoid large class sizes or grade splits. Please adjust the boundaries more equitably by zoning all Driggs students south of 4500 South to Cottonwood Elementary. We would love to welcome these families to our community. 

Sincerely,

[name removed]"""
10/14/2025 11:18:32,,,,"A Boundary Change, Other","This feedback was sent to the boundaries email Tue Oct 14 9:03 AM
""My name is [name removed] and I am a member of the Cottonwood Elementary community. It has come to my attention that the Population Analysis Committee is studying a proposal to zone all students living south of 4500 South from Howard R. Driggs Elementary to Cottonwood Elementary. I am writing in support of this plan.

 

The PAC’s current proposal to send 100 Driggs students is inequitable: it gives Cottonwood Elementary 2.5 teachers per grade and Driggs 3.5 teachers per grade. It would be better for both schools to have 3 teachers per grade to avoid large class sizes or grade splits. Please adjust the boundaries more equitably by zoning all Driggs students south of 4500 South to Cottonwood Elementary. We would love to welcome these families to our community. 

 

Thank you for your support!

 

Sincerely,
[names removed]"
10/14/2025 11:20:49,,,,"The ALC Program, The DLI Program, Morningside Closure","This feedback was sent to the boundaries email Tue Oct 14, 7:12 AM
""Dear Members of the GSD Board & PAC Subcommittee
 
In order to facilitate further dialogue after the September-22 & 23 public hearings, and the October-7 general session, we the parents of Morningside Elementary hereby share our letter of proposed solution as a holistic, in-depth, and data-driven alternative to the flawed and perfunctory recommendations of the PAC subcommittee. 
 
We hope that our proposed solution will serve as a catalyst and an overarching framework for mutual discussion and greater understanding to build upon Morningside's success instead of dismantling it.
 
We further anticipate that our letter will help manifest a lasting solution that will be acceptable and welcomed by all stakeholders - the students, the parents, the teachers, the Board Members, and the GSD administration - in the best interests of our children.  
 
Kindly acknowledge your receipt of this attached letter (in PDF) at your earliest convenience,
 
Sincerely
Morningside Traditional, Gifted, & DLI Families 

https://drive.google.com/file/d/1Ad4tcp5ZBhIJDEZrkXiSbiHloJ-uuNOH/view?usp=sharing"
10/14/2025 11:59:39,"B) I live within the boundaries of one of the affected schools, but do not have children attending at this time.","4. Eastwood El, 14. Wasatch Jr, 17. Skyline High",Skyline,"The ALC Program, A Boundary Change, Eastwood Closure","Hello. I am writing to affirm the Alternative Configuration Proposal presented by Eastwood Elementary and Morningside ALC parents. Eastwood Elementary is uniquely positioned to bring on the ALC program from Morningside. Many Eastwood students test and qualify for the ALC program. However, most choose to stay at Eastwood instead of moving to Morningside, due to Eastwood's already-strong Advanced Learning Clusters. Some even move to Morningside for the ALC program, but move back to Eastwood because they like it better. There were so many students that qualified for the ALC in last year's 5th grade classes, that an additional 5th grade teacher had to obtain their GT endorsement. Both 5th grade classes had a GT endorsed teacher. In fact, most grades at Eastwood have TWO teachers with GT endorsements. Eastwood already serves a large population of advanced learners and gifted children, like my son was throughout his 6 years of K-5 at Eastwood, plus preschool at there as well.

I took an informal online poll in Eastwood's parent advocacy group of over 100 parents. Some are more active in the online group than others, so not all parents voted in the poll. 12 parents whose children qualified for Morningside ALC, chose to keep their child at Eastwood. 3 parents responded that they went to Morningside from Eastwood for the ALC, but returned to Eastwood after trying Morningside. That's around 15% of parents in the group where not everyone saw or answered the poll question. There are are more parents who are not active online in the group who also chose to keep their ALC-qualified children at Eastwood. Why? Walkable neighborhood, access to GT endorsed teachers and advanced learning clusters, an outstanding learning environment, and the social-emotional experience at Eastwood. 

I would like to bring attention to the fact that GT/ALC students ARE traditional students. They did not choose to have unique academic and social-emotional needs. They did not ask for an optional program such as DLI. They have a right to as much academic growth as the “traditional"" students that have been a focus of discussion at PAC meetings. For example, DLI is a bonus program. ALC/GT is a true need, not an extra or nice-to-have. 

In addition to providing a stronger learning environment for more of area 5 advanced learners and gifted students, these are additional benefits to moving the ALC to Eastwood:

Alternative Program & Boundary Configuration

1. Relocate the Advanced Learning Center (ALC) to Eastwood Elementary.
Eastwood’s central-east location near I-80/Wasatch offers better access for families across the east bench. The school can host the ALC (≈100 students) with minimal disruption, utilizing its existing STEM facilities and high-performing culture.

Benefits:
• Raises Eastwood enrollment to ≈446 students, improving utilization.
• Preserves a top-ranked, GOLD STEM-designated school within Granite.
• Minimizes teacher loss and disruption to both Morningside and Eastwood.
• Keeps programs in safe, accessible locations—no unsafe walking routes or new
bussing burdens.
• Allows current buses (e.g., Morningside and Emigration Canyon) to operate more
efficiently.
• Strengthens GSD’s ability to compete with charter/private schools.
• Maintains neighborhood school stability by giving traditional students five-year
priority to remain with siblings and peers.

2. Adjust Traditional Student Boundaries.
• Northern Morningside (north of 3300 S): Re-zone to Eastwood—adds 21–46
students, improves resource use, keeps feeders intact, no extra bussing.
• Southern Morningside (around 4500 S): Re-zone north of 4500 to Upland
Terrace; south of 4500 to Cottonwood, Driggs, or Oakridge depending on district goals.
• Penn Boundary: Shift 84 students closer to Rosecrest to relieve crowding at
Penn and allow DLI program expansion.
OR boundary change to move Oakridge students to Morningside and Eastwood.
3. Optimize DLI Placement and Consolidation.
Place DLI in more strategic location:
• French DLI → Oakridge or Cottonwood (depending on capacity).
• ALC → Eastwood, leveraging its STEM programs and accessibility.

Additional Benefits:
• Reduces one principal/building overhead.
• Improves utilization at both Oakridge and Eastwood.
• Maintains continuity for students and families.
• Avoids unnecessary risk and long commute times.

Summary:
This alternative achieves consolidation without compromising safety or performance.
It’s a practical, data-driven solution that fulfills Granite’s efficiency goals while protecting
families, teachers, and students.

The Granite School Board and the PAC are in a position to turn the negative experience of closing schools, into a positive reconfiguration that will have an immense positive impact on numerous students and families. Why not reach the same or better goals by reconfiguring schools instead of closing them? In meetings, Superintendent Horsely and Steve Hogan have continually said ""it's not about money, it's about class size"". At the September 30th meeting, we suddenly learned from Steve Hogan, that it was also about feeders, much to parents' and even Superintendent Horsely's surprise, after all this time and discussion without emphasis or barely a mention of feeders. The Alternative Configuration Proposal will have a positive effect on elementary feeders to junior highs and high schools. 

Thank you, 
[identifying info removed]"
10/14/2025 13:36:51,,,,"The ALC Program, Other","This feedback was forwarded to the boundaries email On Tue Oct 14 1:22 PM
""Hello! My name is [name removed] a parent of 3 Oakridge students- we’ve been in the neighborhood for 10+ years, We absolutely love Oakridge and recently hearing of the new proposal I would love to re-look it to having the ALC program come here as it falls along with the IB program going into Churchill and then going into Skyline! That seems like a way better fit for our area and school. I appreciate your time. Thank you so much for all that you do. I know this pac study has been a tough decision for everyone, but I’d really appreciate your consideration in this. Have a wonderful day."""
10/14/2025 19:23:16,A) I am a parent / patron with students attending one of the schools in the boundary study.,4. Eastwood El,Skyline,Eastwood Closure,I support the alternative configuration proposal to move ALC to Eastwood and keep it open. I’m concerned in closing Eastwood that Churchills survival is severely threatened 
10/14/2025 21:59:30,A) I am a parent / patron with students attending one of the schools in the boundary study.,6. Oakridge El,Skyline,"The ALC Program, The DLI Program","Dear Granite School Board and PAC Committee,

I am writing regarding the proposal to add the French Dual Immersion (DLI) program to our school, Oakridge. In discussions with many other parents, I believe our community’s needs would be better served by the expanding access to ALC (Advanced Learning Center) program, which would provide stronger academic opportunities and resources to our student body.

Please do not place the French DLI program at Oakridge. If any new program is added, I urge you to choose the ALC program as the best option for our students and community.

Thank you for your attention and your dedication to our school throughout this process. "
10/14/2025 23:11:25,A) I am a parent / patron with students attending one of the schools in the boundary study.,5. Morningside El,Skyline,The ALC Program,"Please involve the ALC community before making decisions that directly affect our program and students. 

A few important points to consider:
	
1. It is not possible to accurately determine the top 5% of students if ALL students are not tested. 5% of an arbitrarily chosen group is arbitrary. 
	
2. Oakridge is closer to the current ALC location than Eastwood and is within the same Churchill Junior High/Skyline High School feeder pattern, unlike Cottonwood. Currently, 24 Morningside boundary students and 17 Oakridge students attend the ALC, compared with only 5 from Eastwood. Oakridge is therefore the most reasonable alternative to Morningside. Pairing the ALC with an IB program that is being considered at Oakridge would create a strong academic environment that benefits all students. The Board’s decision here will have a lasting impact on our junior highs, and it’s important to note that Churchill in particular needs continued support.
	
3. Testing students out of the ALC after 2nd grade—especially based on a single assessment—can be detrimental to children’s confidence and emotional well-being. Students should only be removed in rare cases where the program is clearly not a good fit. A more constructive approach might be to add an additional class at the 3rd-grade level to accommodate students who are identified later in their development, rather than displacing current students. 

While my own children have not been personally affected by these policies, I am concerned about their impact on the broader ALC community and the well-being of all children involved.

Thank you"
10/15/2025 5:43:12,A) I am a parent / patron with students attending one of the schools in the boundary study.,"5. Morningside El, 14. Wasatch Jr, 17. Skyline High",Skyline,"A Boundary Change, Morningside Closure","Thank you to all those from the school district who attended the meeting at Morningside Elem. last night. I greatly appreciate your time and expertise. Superintendent Horsley announced last night that Area 5 elementary schools will be adopting the IB early bright program (my apologies if I didn't get that program name exactly right); what a wonderful opportunity for our students. 
Something that has been overlooked with one of the current closure recommendations is the fact that students in Morningside boundaries are being sent to two schools not in Area 5, thus not participating in the IB program. 
Another concern of mine is having to send my elementary children to two different schools due to the programs they are in. I understand my children would go to wherever the DLI program ends up and Howard R. Driggs Elem. I understand there are two different start times, but that would leave me sending my five children to four school with four different start times. Not only that, I am already juggling volunteering, SEPs, and other school events for three school and throwing in another one just adds to the overwhelming stress of supporting my children and the schools they attend. I know mine is not the only family in (or would be in) this situation.
I'm throwing out an additional recommendation that could help with both of the above concerns: If Morningside where to close, the students in the traditional program in the northern boundary, which feeds into Wasatch Jr., would go to Upland Terrace, which also feeds into Wasatch Jr. Those in the traditional program attending Morningside in the southern boundary, which feeds into Churchill Jr., are assigned to Oakridge, which also feeds into Churchill Jr. High. Oakridge elementary then takes the traditional and French DLI program (Churchill has the French DLI), allowing two or more classes of each grade level for teachers to collaborate and so forth. Families with traditional and DLI students only have one school to attend. There is no perfect solution, as was reiterated last night. I realize that some families have children in all three programs; I have had children in all three programs. Multi-program families just want to keep their students in one place.
I realize that neither of those elementary schools are within walking distance of those neighborhoods, but even the families in my neighborhood who are assigned to Howard R. Driggs Elem and live in walking distance still drive their children. Oakridge is over a mile from my home, whereas Driggs is only two blocks. I would rather keep my family together than have my children within walking distance to two separate schools.
Perhaps an additional recommendation is to do a similar change with the ALC to Upland Terrace or another area 5 school.
Thank you for your time."
10/15/2025 9:33:48,A) I am a parent / patron with students attending one of the schools in the boundary study.,"6. Oakridge El, 11. Churchill Jr",Skyline,The DLI Program,"No more specialty programs - This is a huge reason we are in the situation we are in now. We need community schools not specialized schools. Lets keep people going to their community schools to build up our communities and hopefully help prevent these types of situations from happening in the future. NO DLI at OAKRIDGE.

We (Oakridge) would gladly welcome Eastwood"
10/15/2025 13:31:54,A) I am a parent / patron with students attending one of the schools in the boundary study.,5. Morningside El,Olympus,The ALC Program,It does not make sense to move the Morningside ALC program before the program study has been completed.  This is too disruptive when children could face multiple moves because a long term strategy hasn't been established.  There is no immediate reason the ALC program cannot stay at Morningside.  Please pause closing Morningside until further analysis can be completed. 
10/15/2025 19:12:06,A) I am a parent / patron with students attending one of the schools in the boundary study.,"3. Driggs El, 13. Olympus Jr, 16. Olympus High",Olympus,A Boundary Change,I think it’s important that we keep class sizes small and ensure kids aren’t having to travel far for school
10/15/2025 20:10:15,A) I am a parent / patron with students attending one of the schools in the boundary study.,3. Driggs El,Olympus,A Boundary Change,We live [identifying information removed] just south of apple blossom. We would have to go to cottonwood under the new boundaries.  [Name removed] has loved driggs and the friends he made there [Identyfing information removed] Please consider making the boundary for cottonwood south of us!!!
10/15/2025 20:43:16,A) I am a parent / patron with students attending one of the schools in the boundary study.,3. Driggs El,Olympus,"The ALC Program, A Boundary Change",Please keep a ALC school on the East side. Our family moved to this side of the valley to be closer to Morningside. It would be very unfortunate to have to commute again.
10/15/2025 22:28:00,"A) I am a parent / patron with students attending one of the schools in the boundary study., C) I am an employee of Granite School District","5. Morningside El, 6. Oakridge El",Skyline,The DLI Program,"I have had 3 of my kids at Morningside in the DLI program. One still there, One at Skyline, and one just graduated. My family does not live in the boundaries. My kids are 100% fluid in French (not my elem. child). I didn't do any private tutoring. I work for a different elementary that has been mentioned. I'm fine with losing my job as long as Morningside stays as a Dual French Language Program. I believe what the district has proposed makes perfect sense. Truly, there is no need for Eastwood Elementary.  I've seen too many humans close to being hit crossing ""that busy street leading to the freeway""."
10/15/2025 23:53:39,"A) I am a parent / patron with students attending one of the schools in the boundary study., C) I am an employee of Granite School District","5. Morningside El, 6. Oakridge El",Skyline,The DLI Program,"Question with the DLI program; if there is a separate building for specifically DLI, will the French DLI still continue to be at Churchill? Or will the DLI program continue at the facilitated building (Elementary & Junior) until they go to high school? It was an AWFUL experience for my first two at Churchill. My older left the program & went to Wasatch (breath of fresh air). Staying at the same school for Elementary and Junior High School, in their DLI program, would be a fantastic idea. If my current Elementary child will continue her DLI education with Churchill, I'll take her out of the program, start a tutor, and have her attend Wasatch Jr. "
10/16/2025 8:39:43,A) I am a parent / patron with students attending one of the schools in the boundary study.,6. Oakridge El,Skyline,"The ALC Program, The DLI Program, Other","Oakridge is our neighborhood school. My children walk to school. We have been in the neighborhood and attending since 2022; nearly 4 years. We love Oakridge. People who are not familiar with Oakridge have concern for winter/weather safety. We have had no issue regarding winter safety. Drivers are safe all year around. I have no out of normal concern with safety on the campus and walking to campus due to its location or inclement weather. 
Merging Eastwood over to Oakridge is fantastic! Combining the schools will encourage community and culture that includes all of the Olympus cove neighborhood. What a wonderful inclusive plan for families who reside in the cove. 
Please do not bring another program to our traditional school. Our school culture will increase with the addition of Eastwood families. I strongly feel that bringing the ALC program and DLI program will divide culture and create unnecessary conflict and disrupt culture growth. I strongly oppose bringing DLI to Oakridge. I strongly oppose bringing ALC to Oakridge. Maintaining DLI at Morningside is fantastic for those learners that are already there and in the program. Keeping it a one track school is best for all programs. Friends at Morningside describe conflict with the three differing programs in one school. They feel the traditional learners have the least advantage both scholastically and even socially. Keeping that strong and desirable French immersion program as a standalone school, I believe, will only strengthen the program, the culture and social aspects for the students. 
[Sensitive info removed] 
We want a thriving school in our neighborhood/Olympus cove. Merging Eastwood to Oakridge and keeping it solely a traditional school will strengthen that goal. "
10/16/2025 10:20:33,A) I am a parent / patron with students attending one of the schools in the boundary study.,5. Morningside El,Skyline,"The ALC Program, Morningside Closure","I have strong feelings associated with the last meeting at morningside due to the possibility of morningside only having DLI and ALC with no traditional track. I have one child that was removed from ALC at 3rd grade [sensitive info removed] She then scored [sensitive info removed], but could not get back into the program because it was full. She is still in the traditional track at morningside [sensitive info removed]. She has friends in all tracks. She is devastated thats she’s not in ALC, but is making the best of it. Her sister is in ALC in a different grade. I cannot image the social and emotional impact on daughter  if morningside stays open for DLI/ALC but not for her.  I’m horrified by the idea of allowing one child to stay at morningside, while removing the other child from her friends, school and community. Getting removed from ALC at 3rd grade wrecked my child. Now she might lose her school and her friends and her sibling. What am I going to do? I will have to remove her sister from ALC because the thought of dropping one child off for school at morningside and not the other is CRUEL. This breaks my heart. Please don’t do this to my child. She doesn’t deserve this- no child does"
10/16/2025 12:12:40,A) I am a parent / patron with students attending one of the schools in the boundary study.,"4. Eastwood El, 11. Churchill Jr, 17. Skyline High",Skyline,Eastwood Closure,"I have children planning to attend Eastwood Elementary. I specifically bought a house in this neighborhood to have my children go to Eastwood. Multiple generations of my family have had their children attend Eastwood. The closure of Eastwood is negligent and short sighted. It will overwhelm the other school districts and decrease home property values. The district needs to be patient and allow for the turnover of our neighborhoods. The older populations will sell and younger families will move in. This is an effect of the pandemic and the increase in housing costs, inflation, and mortgage rates. 

I oppose any vote or decision to close Eastwood and will not support any district member that votes for the closure of Eastwood. 
[Identyfing information removed]"
10/16/2025 21:34:46,A) I am a parent / patron with students attending one of the schools in the boundary study.,5. Morningside El,Skyline,"The ALC Program, The DLI Program",Keep Morningside as is. It is strongest with all 3 programs in place. The ALC program deserves to be studied in the place where it exists. DLI can be increased in phases but doesn’t seem adequate to grow by itself in a half empty school. 
10/21/2025 16:04:04,,,,"The ALC Program, The DLI Program, A Boundary Change, Eastwood Closure, Morningside Closure","This feedback was forwarded to the boundaries email on Tue, Oct 14 4:43 PM
""Hello



My name is [name removed] I am a parent and an employee of granite school district. I currently live in Oakridge boundaries but prior to that lived in Twin Peaks boundaries [info removed] and my children attended Millcreek and Woodstock during the time that the schools in that area were closed. [Identifying information removed]

I have agreed with this process from the start that closing schools needs to happen. I was supportive when Millcreek and twin peaks closed, even as it affected my neighbors and families I worked with. And I was excited and welcomed new students to Woodstock. I thought as a parent, the addition of the extra students was positive and indeed provided more and better resources for the school. I did not see any negative impact on my kids experience and if anything appreciated the additional students and the expansion of the Woodstock community. When my youngest didn’t test to continue in the ALC program at Woodstock (which is a different subject to discuss another time) we decided to move him to Oakridge to be at his neighborhood school and try to meet more of our neighbors as it became clear early on to us moving into the area that there were not many kids to meet without being at the school. While we are only a few months into the school year, the difference between a larger school such as Woodstock and a smaller school such as Oakridge has been stark to me. It has been harder for my son to integrate into such a small school. And it has felt harder for me as a parent as well. We moved him hoping that as the study was currently in progress at least one of the schools in the cove would close and the small school experience would only be temporary. As a parent I am hopeful and excited for the two schools to combine and give more opportunities to my son and our family.

As a teacher, I understand the purpose and fully support the theory of optimizing resources for our students across the district. I have followed this study much like the others, I’ve attended community council meetings at Churchill, larger meetings at skyline and have watched the replays when I could not attend in person.

I’m writing you to say that I hope you follow the PACs recommendation for school closures in area 5. While as a parent I feel I and our community will benefit from the cove having a singular elementary, as a teacher I have stronger feelings that if the board chooses to not close schools on the east side it sends an incredible message of inequity in our district. Many schools that have been closed west were also treasured and successful neighborhood schools. Many had multigenerational families that attended and contributed to the school community. Many also had enrollment much higher than the ones currently in the study. Redwood is one that comes to mind where I sat in many meetings listening to parents talk about how upset they were. Westbrook is another. I am a full believer in equity for all of our children in our district. And I’m a full believer in making sure that our more vulnerable groups of children and families are not ignored or given the same resources as children and families that have more resources to be louder and more organized. If schools in area five are given more “grace” simply because the parents were better at advocating for themselves I will be incredibly disheartened as a public school educator.

Thank you for taking the time to read this email and thank you for all of your hard work during this time, despite the stressful circumstances. I commend you for not only this current study but the prior ones as well. Thank you.

Sincerely,
[Name removed]"""
10/21/2025 16:06:08,,,,Eastwood Closure,"This feedback was sent to the boundaries email Wed, Oct 15 11:18 AM
""Mr. Hogan,

I am a parent at Eastwood Elementary and I am requesting additional information about the Facility Condition Index concerning the Area 5 PAC Study. I know that the FCI percentages available on the Granite School Website (https://gsdfuture.org/why-rebuild/facility-conditions/facility-condition-index/) were calculated by a third party, completed in 2017.

However, there are two elements for which I am formally requesting additional information/data:
1. A copy of the study as it pertains to the Area 5 Schools (as it was funded by Granite School District and it was used as a data point for the current PAC Area 5 study, it should be readily available)
2. Additional information about how the Area 5 Schools were given a ""ranking"" as you presented in the initial March 2025 Open Houses. I am requesting hard numbers and calculations about how (even before the PAC began its study for Area 5) the percentages from the 2017 study were converted into rankings for each school in the area.

Thank you,
[name removed]"
10/21/2025 16:07:00,,,,"A Boundary Change, Other","This feedback was sent to the boundaries email Wed, Oct 15, 7:04 PM
""Dear Members of the Population Analysis Committee and Board of Education,

 

My name is[name removed] and I am a member of the Cottonwood Elementary community. It has come to my attention that the Population Analysis Committee is studying a proposal to zone all students living south of 4500 South from Howard R. Driggs Elementary to Cottonwood Elementary. I am writing in support of this plan.

 

The PAC’s current proposal to send 100 Driggs students is inequitable: it gives Cottonwood Elementary 2.5 teachers per grade and Driggs 3.5 teachers per grade. It would be better for both schools to have 3 teachers per grade to avoid large class sizes or grade splits. Please adjust the boundaries more equitably by zoning all Driggs students south of 4500 South to Cottonwood Elementary. We would love to welcome these families to our community. 

Thank you,

[name removed]"""
10/21/2025 16:10:23,,,,"A Boundary Change, Other","This feedback was sent to the boundaries email Wed Oct 15, 8:27 PM
""Dear Members of the Population Analysis Committee and Board of Education,

 

My name is [name removed] and I am a member of the Cottonwood Elementary community. It has come to my attention that the Population Analysis Committee is studying a proposal to zone all students living south of 4500 South from Howard R. Driggs Elementary to Cottonwood Elementary. I am writing in support of this plan.

 

The PAC’s current proposal to send 100 Driggs students is inequitable: it gives Cottonwood Elementary 2.5 teachers per grade and Driggs 3.5 teachers per grade. It would be better for both schools to have 3 teachers per grade to avoid large class sizes or grade splits. Please adjust the boundaries more equitably by zoning all Driggs students south of 4500 South to Cottonwood Elementary. We would love to welcome these families to our community. 

 

Thank you for your support!

 

Sincerely,

[Name removed]"""
